"","TCGA.05.4244.01","TCGA.05.4249.01","TCGA.05.4250.01","TCGA.05.4382.01","TCGA.05.4384.01","TCGA.05.4389.01","TCGA.05.4390.01","TCGA.05.4395.01","TCGA.05.4396.01","TCGA.05.4397.01","TCGA.05.4398.01","TCGA.05.4402.01","TCGA.05.4403.01","TCGA.05.4405.01","TCGA.05.4410.01","TCGA.05.4415.01","TCGA.05.4417.01","TCGA.05.4418.01","TCGA.05.4420.01","TCGA.05.4422.01","TCGA.05.4424.01","TCGA.05.4425.01","TCGA.05.4426.01","TCGA.05.4427.01","TCGA.05.4430.01","TCGA.05.4432.01","TCGA.05.4433.01","TCGA.05.4434.01","TCGA.05.5420.01","TCGA.05.5423.01","TCGA.05.5425.01","TCGA.05.5428.01","TCGA.05.5429.01","TCGA.05.5715.01","TCGA.35.3615.01","TCGA.35.4122.01","TCGA.35.4123.01","TCGA.35.5375.01","TCGA.38.4625.01","TCGA.38.4626.01","TCGA.38.4627.01","TCGA.38.4628.01","TCGA.38.4629.01","TCGA.38.4630.01","TCGA.38.4631.01","TCGA.38.4632.01","TCGA.38.6178.01","TCGA.38.7271.01","TCGA.38.A44F.01","TCGA.44.2655.01","TCGA.44.2656.01","TCGA.44.2657.01","TCGA.44.2659.01","TCGA.44.2661.01","TCGA.44.2662.01","TCGA.44.2665.01","TCGA.44.2666.01","TCGA.44.2668.01","TCGA.44.3396.01","TCGA.44.3398.01","TCGA.44.3918.01","TCGA.44.3919.01","TCGA.44.4112.01","TCGA.44.5643.01","TCGA.44.5644.01","TCGA.44.5645.01","TCGA.44.6145.01","TCGA.44.6146.01","TCGA.44.6147.01","TCGA.44.6148.01","TCGA.44.6774.01","TCGA.44.6775.01","TCGA.44.6776.01","TCGA.44.6777.01","TCGA.44.6778.01","TCGA.44.6779.01","TCGA.44.7659.01","TCGA.44.7660.01","TCGA.44.7661.01","TCGA.44.7662.01","TCGA.44.7667.01","TCGA.44.7669.01","TCGA.44.7670.01","TCGA.44.7671.01","TCGA.44.7672.01","TCGA.44.8117.01","TCGA.44.8119.01","TCGA.44.8120.01","TCGA.44.A479.01","TCGA.44.A47A.01","TCGA.44.A47B.01","TCGA.44.A47G.01","TCGA.44.A4SS.01","TCGA.44.A4SU.01","TCGA.49.4486.01","TCGA.49.4487.01","TCGA.49.4488.01","TCGA.49.4490.01","TCGA.49.4494.01","TCGA.49.4501.01","TCGA.49.4505.01","TCGA.49.4506.01","TCGA.49.4507.01","TCGA.49.4510.01","TCGA.49.4512.01","TCGA.49.4514.01","TCGA.49.6742.01","TCGA.49.6743.01","TCGA.49.6744.01","TCGA.49.6745.01","TCGA.49.6761.01","TCGA.49.6767.01","TCGA.49.AAQV.01","TCGA.49.AAR0.01","TCGA.49.AAR2.01","TCGA.49.AAR3.01","TCGA.49.AAR4.01","TCGA.49.AAR9.01","TCGA.49.AARE.01","TCGA.49.AARN.01","TCGA.49.AARO.01","TCGA.49.AARQ.01","TCGA.49.AARR.01","TCGA.4B.A93V.01","TCGA.50.5044.01","TCGA.50.5045.01","TCGA.50.5049.01","TCGA.50.5051.01","TCGA.50.5055.01","TCGA.50.5066.01","TCGA.50.5066.02","TCGA.50.5068.01","TCGA.50.5072.01","TCGA.50.5930.01","TCGA.50.5931.01","TCGA.50.5932.01","TCGA.50.5933.01","TCGA.50.5935.01","TCGA.50.5936.01","TCGA.50.5939.01","TCGA.50.5941.01","TCGA.50.5942.01","TCGA.50.5944.01","TCGA.50.5946.01","TCGA.50.5946.02","TCGA.50.6590.01","TCGA.50.6591.01","TCGA.50.6592.01","TCGA.50.6593.01","TCGA.50.6594.01","TCGA.50.6595.01","TCGA.50.6597.01","TCGA.50.6673.01","TCGA.50.7109.01","TCGA.50.8457.01","TCGA.50.8459.01","TCGA.50.8460.01","TCGA.53.7624.01","TCGA.53.7626.01","TCGA.53.7813.01","TCGA.53.A4EZ.01","TCGA.55.1592.01","TCGA.55.1594.01","TCGA.55.1595.01","TCGA.55.1596.01","TCGA.55.5899.01","TCGA.55.6543.01","TCGA.55.6642.01","TCGA.55.6712.01","TCGA.55.6968.01","TCGA.55.6969.01","TCGA.55.6970.01","TCGA.55.6971.01","TCGA.55.6972.01","TCGA.55.6975.01","TCGA.55.6978.01","TCGA.55.6979.01","TCGA.55.6980.01","TCGA.55.6981.01","TCGA.55.6982.01","TCGA.55.6983.01","TCGA.55.6984.01","TCGA.55.6985.01","TCGA.55.6986.01","TCGA.55.6987.01","TCGA.55.7227.01","TCGA.55.7281.01","TCGA.55.7283.01","TCGA.55.7284.01","TCGA.55.7570.01","TCGA.55.7573.01","TCGA.55.7574.01","TCGA.55.7576.01","TCGA.55.7724.01","TCGA.55.7725.01","TCGA.55.7726.01","TCGA.55.7727.01","TCGA.55.7728.01","TCGA.55.7815.01","TCGA.55.7816.01","TCGA.55.7903.01","TCGA.55.7907.01","TCGA.55.7910.01","TCGA.55.7911.01","TCGA.55.7913.01","TCGA.55.7914.01","TCGA.55.7994.01","TCGA.55.7995.01","TCGA.55.8085.01","TCGA.55.8087.01","TCGA.55.8089.01","TCGA.55.8090.01","TCGA.55.8091.01","TCGA.55.8092.01","TCGA.55.8094.01","TCGA.55.8096.01","TCGA.55.8097.01","TCGA.55.8203.01","TCGA.55.8204.01","TCGA.55.8205.01","TCGA.55.8206.01","TCGA.55.8207.01","TCGA.55.8208.01","TCGA.55.8299.01","TCGA.55.8301.01","TCGA.55.8302.01","TCGA.55.8505.01","TCGA.55.8506.01","TCGA.55.8507.01","TCGA.55.8508.01","TCGA.55.8510.01","TCGA.55.8511.01","TCGA.55.8512.01","TCGA.55.8513.01","TCGA.55.8514.01","TCGA.55.8614.01","TCGA.55.8615.01","TCGA.55.8616.01","TCGA.55.8619.01","TCGA.55.8620.01","TCGA.55.8621.01","TCGA.55.A48X.01","TCGA.55.A48Y.01","TCGA.55.A48Z.01","TCGA.55.A490.01","TCGA.55.A491.01","TCGA.55.A492.01","TCGA.55.A493.01","TCGA.55.A494.01","TCGA.55.A4DF.01","TCGA.55.A4DG.01","TCGA.55.A57B.01","TCGA.62.8394.01","TCGA.62.8395.01","TCGA.62.8397.01","TCGA.62.8398.01","TCGA.62.8399.01","TCGA.62.8402.01","TCGA.62.A46O.01","TCGA.62.A46P.01","TCGA.62.A46R.01","TCGA.62.A46S.01","TCGA.62.A46U.01","TCGA.62.A46V.01","TCGA.62.A46Y.01","TCGA.62.A470.01","TCGA.62.A471.01","TCGA.62.A472.01","TCGA.64.1676.01","TCGA.64.1677.01","TCGA.64.1678.01","TCGA.64.1679.01","TCGA.64.1680.01","TCGA.64.1681.01","TCGA.64.5774.01","TCGA.64.5775.01","TCGA.64.5778.01","TCGA.64.5779.01","TCGA.64.5781.01","TCGA.64.5815.01","TCGA.67.3770.01","TCGA.67.3771.01","TCGA.67.3772.01","TCGA.67.3773.01","TCGA.67.3774.01","TCGA.67.4679.01","TCGA.67.6215.01","TCGA.67.6216.01","TCGA.67.6217.01","TCGA.69.7760.01","TCGA.69.7761.01","TCGA.69.7763.01","TCGA.69.7764.01","TCGA.69.7765.01","TCGA.69.7973.01","TCGA.69.7974.01","TCGA.69.7978.01","TCGA.69.7979.01","TCGA.69.7980.01","TCGA.69.8253.01","TCGA.69.8254.01","TCGA.69.8255.01","TCGA.69.8453.01","TCGA.69.A59K.01","TCGA.71.6725.01","TCGA.71.8520.01","TCGA.73.4658.01","TCGA.73.4659.01","TCGA.73.4662.01","TCGA.73.4666.01","TCGA.73.4668.01","TCGA.73.4670.01","TCGA.73.4675.01","TCGA.73.4676.01","TCGA.73.4677.01","TCGA.73.7498.01","TCGA.73.7499.01","TCGA.73.A9RS.01","TCGA.75.5122.01","TCGA.75.5125.01","TCGA.75.5126.01","TCGA.75.5146.01","TCGA.75.5147.01","TCGA.75.6203.01","TCGA.75.6205.01","TCGA.75.6206.01","TCGA.75.6207.01","TCGA.75.6211.01","TCGA.75.6212.01","TCGA.75.6214.01","TCGA.75.7025.01","TCGA.75.7027.01","TCGA.75.7030.01","TCGA.75.7031.01","TCGA.78.7143.01","TCGA.78.7145.01","TCGA.78.7146.01","TCGA.78.7147.01","TCGA.78.7148.01","TCGA.78.7149.01","TCGA.78.7150.01","TCGA.78.7152.01","TCGA.78.7153.01","TCGA.78.7154.01","TCGA.78.7155.01","TCGA.78.7156.01","TCGA.78.7158.01","TCGA.78.7159.01","TCGA.78.7160.01","TCGA.78.7161.01","TCGA.78.7162.01","TCGA.78.7163.01","TCGA.78.7166.01","TCGA.78.7167.01","TCGA.78.7220.01","TCGA.78.7535.01","TCGA.78.7536.01","TCGA.78.7537.01","TCGA.78.7539.01","TCGA.78.7540.01","TCGA.78.7542.01","TCGA.78.7633.01","TCGA.78.8640.01","TCGA.78.8648.01","TCGA.78.8655.01","TCGA.78.8660.01","TCGA.78.8662.01","TCGA.80.5607.01","TCGA.80.5608.01","TCGA.80.5611.01","TCGA.83.5908.01","TCGA.86.6562.01","TCGA.86.6851.01","TCGA.86.7701.01","TCGA.86.7711.01","TCGA.86.7713.01","TCGA.86.7714.01","TCGA.86.7953.01","TCGA.86.7954.01","TCGA.86.7955.01","TCGA.86.8054.01","TCGA.86.8055.01","TCGA.86.8056.01","TCGA.86.8073.01","TCGA.86.8074.01","TCGA.86.8075.01","TCGA.86.8076.01","TCGA.86.8278.01","TCGA.86.8279.01","TCGA.86.8280.01","TCGA.86.8281.01","TCGA.86.8358.01","TCGA.86.8359.01","TCGA.86.8585.01","TCGA.86.8668.01","TCGA.86.8669.01","TCGA.86.8671.01","TCGA.86.8672.01","TCGA.86.8673.01","TCGA.86.8674.01","TCGA.86.A456.01","TCGA.86.A4D0.01","TCGA.86.A4JF.01","TCGA.86.A4P7.01","TCGA.86.A4P8.01","TCGA.91.6828.01","TCGA.91.6829.01","TCGA.91.6830.01","TCGA.91.6831.01","TCGA.91.6835.01","TCGA.91.6836.01","TCGA.91.6840.01","TCGA.91.6847.01","TCGA.91.6848.01","TCGA.91.6849.01","TCGA.91.7771.01","TCGA.91.8496.01","TCGA.91.8497.01","TCGA.91.8499.01","TCGA.91.A4BC.01","TCGA.91.A4BD.01","TCGA.93.7347.01","TCGA.93.7348.01","TCGA.93.8067.01","TCGA.93.A4JN.01","TCGA.93.A4JO.01","TCGA.93.A4JP.01","TCGA.93.A4JQ.01","TCGA.95.7039.01","TCGA.95.7043.01","TCGA.95.7562.01","TCGA.95.7567.01","TCGA.95.7944.01","TCGA.95.7947.01","TCGA.95.7948.01","TCGA.95.8039.01","TCGA.95.8494.01","TCGA.95.A4VK.01","TCGA.95.A4VN.01","TCGA.95.A4VP.01","TCGA.97.7546.01","TCGA.97.7547.01","TCGA.97.7552.01","TCGA.97.7553.01","TCGA.97.7554.01","TCGA.97.7937.01","TCGA.97.7938.01","TCGA.97.7941.01","TCGA.97.8171.01","TCGA.97.8172.01","TCGA.97.8174.01","TCGA.97.8175.01","TCGA.97.8176.01","TCGA.97.8177.01","TCGA.97.8179.01","TCGA.97.8547.01","TCGA.97.8552.01","TCGA.97.A4LX.01","TCGA.97.A4M0.01","TCGA.97.A4M1.01","TCGA.97.A4M2.01","TCGA.97.A4M3.01","TCGA.97.A4M5.01","TCGA.97.A4M6.01","TCGA.97.A4M7.01","TCGA.99.7458.01","TCGA.99.8025.01","TCGA.99.8028.01","TCGA.99.8032.01","TCGA.99.8033.01","TCGA.99.AA5R.01","TCGA.J2.8192.01","TCGA.J2.8194.01","TCGA.J2.A4AD.01","TCGA.J2.A4AE.01","TCGA.J2.A4AG.01","TCGA.L4.A4E5.01","TCGA.L4.A4E6.01","TCGA.L9.A443.01","TCGA.L9.A444.01","TCGA.L9.A50W.01","TCGA.L9.A5IP.01","TCGA.L9.A743.01","TCGA.L9.A7SV.01","TCGA.L9.A8F4.01","TCGA.MN.A4N1.01","TCGA.MN.A4N4.01","TCGA.MN.A4N5.01","TCGA.MP.A4SV.01","TCGA.MP.A4SW.01","TCGA.MP.A4SY.01","TCGA.MP.A4T4.01","TCGA.MP.A4T6.01","TCGA.MP.A4T7.01","TCGA.MP.A4T8.01","TCGA.MP.A4T9.01","TCGA.MP.A4TA.01","TCGA.MP.A4TC.01","TCGA.MP.A4TD.01","TCGA.MP.A4TE.01","TCGA.MP.A4TF.01","TCGA.MP.A4TH.01","TCGA.MP.A4TI.01","TCGA.MP.A4TJ.01","TCGA.MP.A4TK.01","TCGA.MP.A5C7.01","TCGA.NJ.A4YF.01","TCGA.NJ.A4YG.01","TCGA.NJ.A4YI.01","TCGA.NJ.A4YP.01","TCGA.NJ.A4YQ.01","TCGA.NJ.A55A.01","TCGA.NJ.A55O.01","TCGA.NJ.A55R.01","TCGA.NJ.A7XG.01","TCGA.O1.A52J.01","TCGA.S2.AA1A.01"
"AIFM2",393.0535,365.4209,446.9867,667.4193,931.5822,1146.3087,437.49,620.6328,936.3154,764.2187,395.3893,404.367,387.5452,369.0856,366.208,1414.2222,636.6493,1379.3103,340.7836,1339.1172,305.5291,525.4617,548.3512,485.3683,430.622,1002.5959,466.9421,717.6125,601.4553,323.8095,613.6878,856.3331,452.4362,231.1146,1666.0169,431.1558,400.9063,1254.162,327.5134,738.1935,457.1324,356.1947,424.1233,187.0153,768.2785,373.16,486.7395,292.3311,412.6712,1333.9376,606.9646,320.8054,633.2135,455.3314,391.4175,435.4839,622.6671,399.0447,365.6299,250.9636,299.3898,506.6667,318.4739,559.4366,1150.4572,487.0912,1081.4908,644.8556,228.9617,386.2328,503.7175,365.472,1220.546,438.1904,498.0964,1055.1903,600.1495,2779.0979,563.3979,276.7296,470.7743,819.7689,718.4481,1383.8519,674.346,1179.3612,586.0459,700.5769,516.4586,526.1003,414.6888,441.3119,610.3361,273.2715,1068.291,1066.5543,540.8182,231.2085,826.5777,551.6513,316.8678,1834.2453,2872.3625,762.4521,490.392,1609.0191,744.9664,845.9034,525.9674,319.9017,325.5729,844.3787,538.6225,843.3317,2561.4057,885.0174,430.6431,976.5948,969.959,550.7463,450.2739,342.6966,337.2879,1587.1508,571.1361,471.2352,434.7098,2506.584,482.5581,572.2997,1576.2009,638.7413,1417.552,571.0624,328.9141,635.079,410.7614,524.5902,1240.4971,813.4086,524.359,420.6664,534.8376,359.6012,425.4386,694.0217,200.7168,637.9333,1062.8608,702.1127,564.6302,882.1866,471.6769,589.4476,426.0985,335.1396,730.4833,1346.5086,432.2146,970.1953,1796.7935,231.9463,461.8711,353.4216,1169.331,1538.5055,432.553,597.6409,601.3892,1043.5031,681.6196,1425.6344,500.484,2070.7763,1244.7611,552.6315,476.3717,432.3607,177.193,640.7006,511.7021,645.3382,413.4328,530.5233,617.9379,630.9606,393.7322,417.5439,424.1752,2547.7124,319.4556,424.6874,656.18,213.4269,232.1429,340.7276,278.8991,489.7203,406.8136,467.0968,438.4654,415.1681,1072.2222,755.3852,821.2928,542.2289,380.8833,1067.1193,2629.7843,263.5253,688.6084,772.3753,551.4396,627.7005,403.5166,334.6145,542.4405,535.0318,243.0258,940.5257,193.1483,320.741,566.2713,534.7136,865.3763,730.9982,984.0896,738.7387,679.6537,445.6233,828.0294,172.1189,582.5762,339.0208,229.6774,272.8273,833.6898,417.0168,688.41,1156.7197,594.6163,463.8319,1389.1807,553.58,426.0836,676.5484,1606.3203,427.077,662.5218,713.3611,244.7257,344.4993,643.3101,1344.7958,677.3723,1199.5444,642.587,533.5632,659.9777,662.406,556.7415,743.0464,995.8898,445.6576,487.218,1467.9803,1877.7494,716.2162,483.619,409.1904,1136.0337,223.4475,535.8744,520.4663,546.5606,194.9259,381.9423,295.4173,1652.09,433.6214,483.0827,990.228,468.1648,574.5118,653.361,591.0199,725.8548,447.3258,431.543,570.8932,453.8586,681.5428,358.0902,453.1835,372.8275,620.7456,340.9549,496.6657,428.3855,1861.6957,488.219,730.3745,519.0058,661.1316,420.2985,314.3348,559.8389,1327.6371,391.7248,1009.3693,375.8918,2115.6212,1938.0421,578.8918,1173.5454,1014.1728,705.8192,627.6408,467.9501,393.299,421.1783,524.4507,438.5137,310.8666,719.4915,1042.1649,519.1209,1105.8514,339.8391,505.049,502.2693,1883.3237,363.5417,538.7097,591.1708,165.8471,373.1343,436.2421,858.8141,1189.4127,1781.4114,948.0037,948.7287,709.6294,42.2454,909.204,529.4606,719.0083,1056.7823,699.9501,846.3227,1003.5094,1907.2671,1280.5349,1212.7139,677.0066,247.2036,939.0157,710.7511,205.7995,334.9369,788.8683,589.9344,543.9267,249.525,1154.3801,506.949,487.3881,906.1119,560.2007,381.1491,187.0561,365.7078,478.3983,968.5109,426.3813,312.9699,862.1021,1041.7559,511.7855,601.4487,362.6232,703.2739,679.1545,350.965,409.6558,1414.5391,511.3113,572.1481,504.1803,1238.5097,1102.7577,820.7776,384.8826,374.256,932.5772,541.6724,1038.115,973.6085,2231.0287,784.8588,2476.5007,376.496,339.6584,563.8104,211.2795,502.8394,803.8314,602.7397,219.8646,979.2678,709.8268,382.111,353.4139,1133.4816,723.4286,257.8782,538.1433,186.0877,596.6057,737.286,817.4048,340.1316,1101.7589,647.5478,428.3473,425.6837,422.8422,888.5714,952.381,270.1975,678.7623,619.6925,386.5759,773.3553,763.3911,749.522,679.3558,492.3576,1001.7036,289.1441,635.5181,370.6322,554.0642,195.0975,386.0988,414.5015,587.7296,190.1418,448.2667,382.9991,438.2609,1540.0624,493.1319,1240.9779,626.6111,429.2683,638.75,916.0584,310.3279,1007.5809,2299.4436,549.8325,842.9469,483.8848,419.7633,819.7268,621.875,993.4487,2092.1875,462.5407,295.0727,2128.2163,435.6476,434.3972,322.4989,837.3151,475.5442,627.8254,586.1807,1137.0628,763.8037,656.7517,1122.5952,617.7719,732.5231,429.0562,454.3307,544.2497,969.49,485.7453,654.4224,389.387,1607.8607,1426.9816,326.1649,1183.1619,938.1256,1271.0695,1543.1718,268.3524,568.2657,627.8759,560.6987,388.8063,1479.8216,1292.8311,797.9215,255.7905,661.0772,488.3867,301.5998,900.8168,1925.1517,741.3852,908.6124,361.0126
"APAF1",567.9379,836.1216,548.7855,744.4752,540.6231,477.8523,409.3885,299.8473,853.677,521.0381,867.3336,610.8933,334.1674,860.758,674.3119,993.3333,478.44,430.7437,728.1094,472.4505,769.3041,719.6419,512.7825,779.5156,637.6396,956.1581,523.9669,723.0387,598.7702,515.0183,489.2534,560.7151,866.2026,621.5108,338.5315,296.4824,639.7815,723.6404,372.0079,469.4305,438.8909,415.6131,323.7606,890.76,1361.5559,338.7498,474.259,513.2878,559.3607,415.3826,553.3133,379.8658,540.3727,774.2555,662.537,667.4573,688.9793,396.3153,512.6426,678.8009,737.9863,620.4878,541.3655,209.5775,829.9252,735.5135,637.3973,1022.1119,471.0383,607.4729,503.7175,506.3099,334.7701,557.6013,798.2234,439.9283,401.3453,546.7354,800.7495,459.6374,365.5659,1277.3429,435.2732,350.3742,413.1199,656.7423,550.2729,542.4635,756.5267,681.1668,652.4854,551.7837,647.4437,539.0304,325.8404,707.6664,421.2071,288.3085,487.5417,454.9538,455.7957,248.7315,213.421,234.0358,377.402,199.6928,577.9269,714.5958,187.8819,753.8084,446.5628,657.9882,228.3077,378.7804,298.8307,446.8641,564.9433,731.9872,721.4383,414.1791,468.723,430.8989,514.8616,175.6017,556.8066,406.5144,586.4955,464.756,333.0565,422.4739,658.952,505.3496,713.164,618.8723,362.3737,341.2303,404.128,394.7159,633.0409,303.7455,539.1026,537.0209,591.5536,756.5133,443.348,282.6087,1053.1661,763.3792,336.7543,797.8873,363.9871,110.2733,584.9692,572.3622,561.0297,406.7442,703.8414,834.4313,669.5201,672.148,792.3675,532.6376,799.9214,540.204,622.2617,462.9233,483.2776,592.3984,710.7327,788.7808,376.6845,611.6287,783.1559,449.7717,617.7703,960.0801,582.0755,557.9134,329.8246,397.3266,554.9645,370.2011,589.5522,276.8895,745.0565,431.9281,536.7521,313.7845,1020.7007,517.6471,626.9015,634.2528,695.282,461.9238,660.7143,401.0648,686.2385,654.5657,752.505,768.6022,727.9522,713.8389,1102.7778,454.6055,584.8339,420.2899,987.1939,609.9441,419.6242,885.8639,494.8334,439.4549,648.598,433.7406,625.2421,525.1546,747.4069,731.9786,368.5622,577.2271,905.1979,693.4254,678.7004,473.8931,607.3118,560.432,739.5404,448.1982,558.9827,394.3413,578.9474,514.7278,584.7141,724.7774,258.7097,405.4691,455.615,490.021,495.6319,723.9172,559.7964,539.5894,469.0126,431.0428,452.6523,648.4913,346.5453,865.3035,575.1612,869.6255,666.6667,642.1016,527.7056,356.156,564.9635,848.9892,654.3116,722.7491,846.7113,425.5639,564.2447,496.6887,595.15,1308.1886,588.4712,698.2759,668.0307,690.1544,614.5702,587.5274,834.465,600.9867,512.7055,551.1882,526.9069,587.0982,408.4084,808.5106,221.865,459.5444,334.5865,982.4104,509.3633,490.2364,319.9745,547.9845,557.1466,648.2982,327.4951,346.0337,1051.2682,458.6966,559.0186,785.2684,906.9125,868.5148,739.072,531.1685,639.6693,235.4262,440.972,525.6588,603.8012,950.7995,669.607,665.249,539.7008,714.346,571.7635,912.5322,722.7552,331.01,422.8625,543.0079,451.03,504.4971,543.5989,1010.5634,595.7267,775.2577,717.3567,581.8568,417.8708,477.9917,509.322,538.0743,648.3516,813.2807,567.4378,356.8446,786.3086,758.5408,396.875,410.7527,544.6257,764.0606,709.4527,525.0556,545.0678,342.4318,221.4573,394.6147,318.6992,377.4371,861.6898,611.9403,575.1037,576.8595,585.489,450.834,481.1562,258.1529,395.8984,591.679,826.6632,533.076,795.6066,503.2097,399.7054,860.6462,497.8038,438.772,444.0554,597.4026,646.6118,536.0664,534.7452,689.1782,417.769,697.8818,680.4356,649.0687,813.7283,936.7756,499.4114,723.6217,818.609,672.1324,745.2582,556.066,745.9828,533.6477,848.4324,1142.4643,579.6998,588.4874,604.9503,407.5971,496.2963,561.2505,527.507,1017.2161,633.0498,540.3796,629.4643,478.2609,570.3265,501.7325,568.9158,443.5076,486.7662,458.3527,696.7391,509.962,762.5342,716.33,772.3283,626.8199,645.9579,755.3047,1184.3846,988.7146,656.2714,496.6218,335.9288,462.2857,683.0286,412.378,766.2088,534.5953,392.7516,409.0909,391.6466,469.1305,738.5702,612.9707,599.3754,741.9355,572.1429,362.1399,408.4381,739.2405,538.0673,649.3864,389.1447,409.2486,630.3378,709.1264,879.5739,367.9727,477.0355,329.1389,890.0752,701.8445,722.3612,937.3242,699.6979,431.4977,460.3286,794.6547,660.5982,797.2174,547.6438,493.4753,525.8052,465.7451,553.0488,792.2787,692.062,406.745,599.6359,504.2994,546.9012,376.9275,858.1865,472.0682,406.5312,364.7702,516.6716,383.2031,547.2313,803.0033,503.2708,628.0958,624.1135,513.8596,824.1183,600.6763,587.393,400.9112,425.4138,781.7704,461.7564,626.1788,475.9813,412.1741,422.8101,570.8661,703.292,530.0546,710.435,534.0744,422.6898,739.7482,362.4147,456.3919,482.3132,457.2338,431.7398,597.3568,433.1158,768.4502,699.1206,655.8952,456.1664,475.153,180.4374,438.7991,984.2229,506.8598,790.9542,741.3235,403.734,474.3197,390.1546,445.4545,515.6387
